#contig,contig_reassign,bases_hap_dip,bases_low_high,bases_all,perc_low_coverage,perc_hap_coverage,perc_dip_coverage,perc_high_coverage
NW_020537387.1.TD_1,s,15606,4145,19751,20.986,79.014,0.000,0.000
NW_020537324.1.TD_565,s,18397,1353,19750,6.851,93.149,0.000,0.000
NW_020539726.1.TD_797,s,18573,1178,19751,5.964,94.036,0.000,0.000
NW_020539726.1.TD_766,s,17852,1897,19749,9.606,90.394,0.000,0.000
NW_020536999.1.TD_1922,s,19712,36,19748,0.182,99.818,0.000,0.000
NW_020539727.1.TD_91,s,19339,409,19748,2.071,97.929,0.000,0.000
NW_020536999.1.TD_1961,s,18874,874,19748,4.426,95.574,0.000,0.000
NW_020537758.1.TD_185,s,13505,5390,18895,28.526,71.474,0.000,0.000
NW_020537646.1.TD_304,s,19337,410,19747,2.076,97.924,0.000,0.000
NW_020538040.1.TD_2655,s,18660,1086,19746,5.500,94.500,0.000,0.000
NW_020536376.1.TD_1,s,18200,1544,19744,7.820,92.180,0.000,0.000
NW_020536246.1.TD_1,s,19610,133,19743,0.674,99.326,0.000,0.000
NW_020537646.1.TD_506,s,16304,3235,19539,16.557,83.443,0.000,0.000
NW_020537316.1.TD_1,s,16227,3514,19741,17.801,82.199,0.000,0.000
NW_020538040.1.TD_1827,s,17602,2140,19742,10.840,89.160,0.000,0.000
NW_020539725.1.TD_141,s,15482,4255,19737,21.558,78.442,0.000,0.000
NW_020539725.1.TD_1403,s,13107,6631,19738,33.595,66.405,0.000,0.000
NW_020536999.1.TD_1937,s,19737,0,19737,0.000,100.000,0.000,0.000
NW_020537538.1.TD_1,s,10655,9081,19736,46.012,53.988,0.000,0.000
NW_020537841.1.TD_1,s,12515,7218,19733,36.578,63.422,0.000,0.000
NW_020537646.1.TD_901,s,13277,6458,19735,32.724,67.276,0.000,0.000
NW_020539033.1.TD_1,s,7010,12720,19730,64.470,35.530,0.000,0.000
NW_020539725.1.TD_1006,s,19645,83,19728,0.421,99.579,0.000,0.000
NW_020539727.1.TD_551,s,15072,4658,19730,23.609,76.391,0.000,0.000
NW_020539744.1.TD_1,s,18921,807,19728,4.091,95.909,0.000,0.000
NW_020536999.1.TD_1618,s,19726,1,19727,0.005,99.995,0.000,0.000
NW_020537536.1.TD_1,s,12321,7376,19697,37.447,62.553,0.000,0.000
NW_020539698.1.TD_1,s,18976,747,19723,3.787,96.213,0.000,0.000
NW_020538040.1.TD_450,s,17236,2486,19722,12.605,87.395,0.000,0.000
NW_020539724.1.TD_205,s,17341,2378,19719,12.059,87.941,0.000,0.000
NW_020537646.1.TD_282,s,10731,8988,19719,45.580,54.420,0.000,0.000
NW_020537324.1.TD_1436,s,17382,2335,19717,11.843,88.157,0.000,0.000
NW_020538428.1.TD_1,s,16592,3124,19716,15.845,84.155,0.000,0.000
NW_020538040.1.TD_457,s,17531,2180,19711,11.060,88.940,0.000,0.000
NW_020539725.1.TD_1054,s,15758,3952,19710,20.051,79.949,0.000,0.000
NW_020539725.1.TD_633,s,13102,6607,19709,33.523,66.477,0.000,0.000
NW_020536999.1.TD_423,s,19062,648,19710,3.288,96.712,0.000,0.000
NW_020536999.1.TD_1131,s,11497,8211,19708,41.663,58.337,0.000,0.000
NW_020536999.1.TD_333,s,14174,5532,19706,28.073,71.927,0.000,0.000
NW_020537646.1.TD_447,s,19706,0,19706,0.000,100.000,0.000,0.000
NW_020537877.1.TD_2,s,16797,2908,19705,14.758,85.242,0.000,0.000
NW_020539726.1.TD_810,s,19638,61,19699,0.310,99.690,0.000,0.000
NW_020538040.1.TD_2097,s,15093,4605,19698,23.378,76.622,0.000,0.000
NW_020539726.1.TD_460,s,12657,7040,19697,35.741,64.259,0.000,0.000
NW_020538779.1.TD_1,s,14544,5151,19695,26.154,73.846,0.000,0.000
NW_020537646.1.TD_460,s,12081,7614,19695,38.660,61.340,0.000,0.000
NW_020536999.1.TD_1716,s,14311,5374,19685,27.300,72.700,0.000,0.000
NW_020538040.1.TD_672,s,18306,1378,19684,7.001,92.999,0.000,0.000
NW_020539725.1.TD_872,s,15821,3860,19681,19.613,80.387,0.000,0.000
NW_020537758.1.TD_90,s,19677,5,19682,0.025,99.975,0.000,0.000
NW_020536474.1.TD_1,s,15302,4378,19680,22.246,77.754,0.000,0.000
NW_020538077.1.TD_1,s,15426,4251,19677,21.604,78.396,0.000,0.000
NW_020537324.1.TD_1071,s,16134,3546,19680,18.018,81.982,0.000,0.000
NW_020537324.1.TD_1279,s,14532,5145,19677,26.147,73.853,0.000,0.000
NW_020536931.1.TD_1,s,16194,3482,19676,17.697,82.303,0.000,0.000
NW_020537024.1.TD_1,j,3441,16231,19672,82.508,17.492,0.000,0.000
NW_020539725.1.TD_665,s,19589,80,19669,0.407,99.593,0.000,0.000
NW_020536186.1.TD_1,s,11062,8602,19664,43.745,56.255,0.000,0.000
NW_020538040.1.TD_5,s,17293,2371,19664,12.058,87.942,0.000,0.000
NW_020538000.1.TD_1,s,13444,6218,19662,31.624,68.376,0.000,0.000
NW_020538040.1.TD_1887,s,18623,1041,19664,5.294,94.706,0.000,0.000
NW_020539726.1.TD_575,s,17305,2355,19660,11.979,88.021,0.000,0.000
NW_020539724.1.TD_171,s,14916,4738,19654,24.107,75.893,0.000,0.000
NW_020537324.1.TD_895,s,17476,2175,19651,11.068,88.932,0.000,0.000
NW_020536690.1.TD_1,s,18348,1302,19650,6.626,93.374,0.000,0.000
NW_020537765.1.TD_1,s,13547,6108,19655,0.031,27.952,40.972,31.046
NW_020538040.1.TD_6,s,19145,504,19649,2.565,97.435,0.000,0.000
NW_020538040.1.TD_774,s,13203,6444,19647,32.799,67.201,0.000,0.000
NW_020537054.1.TD_1,s,15061,4586,19647,23.342,76.658,0.000,0.000
NW_020538040.1.TD_270,s,12552,7096,19648,36.116,63.884,0.000,0.000
NW_020538525.1.TD_1,s,12555,7090,19645,36.091,63.909,0.000,0.000
NW_020539724.1.TD_160,s,15750,3894,19644,19.823,80.177,0.000,0.000
NW_020537970.1.TD_1,s,14643,5001,19644,25.458,74.542,0.000,0.000
NW_020537758.1.TD_116,s,19090,554,19644,2.820,97.180,0.000,0.000
NW_020538040.1.TD_2376,s,16552,3091,19643,15.736,84.264,0.000,0.000
NW_020539727.1.TD_43,s,17951,1690,19641,8.604,91.396,0.000,0.000
NW_020538040.1.TD_2480,s,11850,7787,19637,39.655,60.345,0.000,0.000
NW_020537324.1.TD_1522,s,12013,7628,19641,38.837,61.163,0.000,0.000
NW_020539678.1.TD_1,s,18381,1253,19634,6.382,93.618,0.000,0.000
NW_020537758.1.TD_107,s,17815,1818,19633,9.260,90.740,0.000,0.000
NW_020536999.1.TD_1207,s,14616,5016,19632,25.550,74.450,0.000,0.000
NW_020539724.1.TD_329,s,7268,12364,19632,62.979,37.021,0.000,0.000
NW_020536999.1.TD_867,s,19632,0,19632,0.000,100.000,0.000,0.000
NW_020538040.1.TD_1507,s,12548,7083,19631,36.081,63.919,0.000,0.000
NW_020538040.1.TD_1167,s,17242,2388,19630,12.165,87.835,0.000,0.000
NW_020538790.1.TD_1,s,15872,3757,19629,19.140,80.860,0.000,0.000
NW_020538040.1.TD_212,s,19390,238,19628,1.213,98.787,0.000,0.000
NW_020539724.1.TD_159,s,19269,357,19626,1.819,98.181,0.000,0.000
NW_020539725.1.TD_224,s,11901,7724,19625,39.358,60.642,0.000,0.000
NW_020536999.1.TD_583,s,17581,2044,19625,10.415,89.585,0.000,0.000
NW_020537324.1.TD_1021,s,16130,3495,19625,17.809,82.191,0.000,0.000
NW_020539725.1.TD_228,s,19496,126,19622,0.642,99.358,0.000,0.000
NW_020539725.1.TD_202,s,15641,3980,19621,20.284,79.716,0.000,0.000
NW_020536400.1.TD_1,s,16305,3316,19621,16.900,83.100,0.000,0.000
NW_020537646.1.TD_66,s,17887,1734,19621,8.837,91.163,0.000,0.000
NW_020537758.1.TD_189,s,19613,0,19613,0.000,98.098,1.902,0.000
NW_020536915.1.TD_1,s,11041,8578,19619,43.723,56.277,0.000,0.000
NW_020537417.1.TD_1,s,14519,5093,19612,25.969,74.031,0.000,0.000
NW_020538040.1.TD_485,s,17936,1678,19614,8.555,91.445,0.000,0.000
NW_020536999.1.TD_1830,j,3352,16259,19611,82.908,17.092,0.000,0.000
NW_020539724.1.TD_216,s,12912,2311,15223,15.181,84.819,0.000,0.000
NW_020539726.1.TD_240,s,18244,1364,19608,6.956,93.044,0.000,0.000
NW_020537324.1.TD_1579,s,16329,3281,19610,16.731,83.269,0.000,0.000
NW_020537758.1.TD_71,s,17182,2424,19606,12.364,87.636,0.000,0.000
NW_020536276.1.TD_1,s,18085,1521,19606,7.758,92.242,0.000,0.000
NW_020538642.1.TD_1,s,14319,5286,19605,26.963,73.037,0.000,0.000
NW_020539725.1.TD_328,s,19497,109,19606,0.556,99.444,0.000,0.000
NW_020537450.1.TD_1,s,19174,430,19604,2.193,97.807,0.000,0.000
NW_020538040.1.TD_2098,s,19362,241,19603,1.229,98.771,0.000,0.000
NW_020538040.1.TD_419,s,15802,3797,19599,19.373,80.627,0.000,0.000
NW_020539724.1.TD_251,s,13234,6365,19599,32.476,67.524,0.000,0.000
NW_020537758.1.TD_459,s,18161,1432,19593,7.309,92.691,0.000,0.000
NW_020539726.1.TD_98,s,18008,1587,19595,8.099,91.901,0.000,0.000
NW_020539725.1.TD_357,s,10169,9420,19589,48.088,51.912,0.000,0.000
NW_020538040.1.TD_517,s,18350,1239,19589,6.325,93.675,0.000,0.000
NW_020536912.1.TD_5,s,16241,3351,19592,17.104,82.896,0.000,0.000
NW_020537324.1.TD_286,s,14895,4692,19587,23.955,76.045,0.000,0.000
NW_020539742.1.TD_1,s,19346,237,19583,1.210,98.790,0.000,0.000
NW_020539727.1.TD_54,s,18716,867,19583,4.427,95.573,0.000,0.000
NW_020537324.1.TD_1332,s,14650,4931,19581,25.183,74.817,0.000,0.000
NW_020539727.1.TD_217,s,17019,2562,19581,13.084,86.916,0.000,0.000
NW_020537646.1.TD_760,s,15192,4388,19580,22.411,77.589,0.000,0.000
NW_020539727.1.TD_223,s,19580,0,19580,0.000,100.000,0.000,0.000
NW_020536999.1.TD_83,s,19577,0,19577,0.000,100.000,0.000,0.000
NW_020539724.1.TD_451,s,13682,5895,19577,30.112,69.888,0.000,0.000
NW_020537758.1.TD_272,s,19577,1,19578,0.005,99.995,0.000,0.000
NW_020536999.1.TD_267,s,8366,11209,19575,57.262,42.738,0.000,0.000
NW_020539725.1.TD_674,s,19034,540,19574,2.759,97.241,0.000,0.000
NW_020537646.1.TD_860,s,17625,1949,19574,9.957,90.043,0.000,0.000
NW_020539725.1.TD_992,s,17276,2294,19570,11.722,88.278,0.000,0.000
NW_020539726.1.TD_327,s,18519,1050,19569,5.366,94.634,0.000,0.000
NW_020537324.1.TD_430,s,10073,9495,19568,48.523,51.477,0.000,0.000
NW_020539726.1.TD_623,s,18254,1314,19568,6.715,73.498,19.787,0.000
NW_020536535.1.TD_1,s,7332,12235,19567,62.529,37.471,0.000,0.000
NW_020537646.1.TD_203,s,9711,9855,19566,50.368,49.632,0.000,0.000
NW_020536999.1.TD_677,s,19561,0,19561,0.000,100.000,0.000,0.000
NW_020537324.1.TD_1701,s,11791,7767,19558,39.713,60.287,0.000,0.000
NW_020536999.1.TD_1376,s,8684,10873,19557,55.596,44.404,0.000,0.000
NW_020539727.1.TD_389,s,18080,1477,19557,7.552,92.448,0.000,0.000
NW_020536991.1.TD_1,s,19025,531,19556,2.715,97.285,0.000,0.000
NW_020538606.1.TD_1,s,19177,372,19549,1.903,98.097,0.000,0.000
NW_020538903.1.TD_1,s,18162,1387,19549,7.095,92.905,0.000,0.000
NW_020538040.1.TD_93,s,9814,9738,19552,49.806,50.194,0.000,0.000
NW_020538810.1.TD_1,s,14620,4928,19548,25.210,74.790,0.000,0.000
NW_020537324.1.TD_1551,s,15676,3868,19544,19.791,78.397,1.811,0.000
NW_020538040.1.TD_2572,s,19543,0,19543,0.000,100.000,0.000,0.000
NW_020536999.1.TD_1077,s,14920,4621,19541,23.648,76.352,0.000,0.000
NW_020536939.1.TD_1,s,16953,2591,19544,13.257,86.743,0.000,0.000
NW_020537109.1.TD_1,s,17002,2539,19541,12.993,87.007,0.000,0.000
NW_020538040.1.TD_1519,s,16883,2656,19539,13.593,86.407,0.000,0.000
NW_020539727.1.TD_84,s,18105,1435,19540,7.344,92.656,0.000,0.000
NW_020536999.1.TD_716,s,18407,1130,19537,5.784,94.216,0.000,0.000
NW_020537758.1.TD_723,s,10700,8833,19533,45.221,54.779,0.000,0.000
NW_020537324.1.TD_186,s,18225,1305,19530,6.682,93.318,0.000,0.000
NW_020537758.1.TD_1130,s,16203,3328,19531,17.040,82.960,0.000,0.000
NW_020537646.1.TD_997,s,14366,5163,19529,26.438,73.562,0.000,0.000
NW_020537646.1.TD_755,s,10042,9487,19529,48.579,51.421,0.000,0.000
NW_020539725.1.TD_506,s,17100,2429,19529,12.438,87.562,0.000,0.000
NW_020537324.1.TD_47,s,18524,1002,19526,5.132,94.868,0.000,0.000
NW_020536999.1.TD_1409,s,11958,7567,19525,38.755,61.245,0.000,0.000
NW_020537646.1.TD_685,s,16338,3187,19525,16.323,83.677,0.000,0.000
NW_020536999.1.TD_1095,s,19466,58,19524,0.297,99.703,0.000,0.000
NW_020536724.1.TD_1,s,15569,3949,19518,20.233,79.767,0.000,0.000
NW_020537646.1.TD_809,s,9645,9867,19512,50.569,49.431,0.000,0.000
NW_020538040.1.TD_25,s,17550,1954,19504,10.018,89.982,0.000,0.000
NW_020539771.1.TD_1,s,10546,8961,19507,45.937,54.063,0.000,0.000
NW_020537324.1.TD_860,s,18130,1373,19503,7.040,92.960,0.000,0.000
NW_020536999.1.TD_1005,s,17696,1807,19503,9.265,90.735,0.000,0.000
NW_020537646.1.TD_490,s,15307,4195,19502,21.511,78.489,0.000,0.000
NW_020536440.1.TD_1,s,18095,1405,19500,7.205,92.795,0.000,0.000
NW_020539725.1.TD_1015,s,19499,0,19499,0.000,100.000,0.000,0.000
NW_020537862.1.TD_1,s,8107,11389,19496,58.417,41.583,0.000,0.000
NW_020537292.1.TD_1,s,13475,6019,19494,30.876,69.124,0.000,0.000
NW_020537324.1.TD_259,s,17455,2038,19493,10.455,89.545,0.000,0.000
NW_020536899.1.TD_1,s,12993,6499,19492,33.342,66.658,0.000,0.000
NW_020536999.1.TD_445,s,18761,728,19489,3.735,96.265,0.000,0.000
NW_020537324.1.TD_545,s,4846,14644,19490,75.136,24.864,0.000,0.000
NW_020539724.1.TD_167,s,18137,1350,19487,6.928,93.072,0.000,0.000
NW_020539726.1.TD_920,s,14202,5285,19487,27.121,72.879,0.000,0.000
NW_020539710.1.TD_1,s,15169,4317,19486,22.154,77.846,0.000,0.000
NW_020538040.1.TD_1121,s,15087,4398,19485,22.571,77.429,0.000,0.000
NW_020537324.1.TD_32,s,19486,0,19486,0.000,100.000,0.000,0.000
NW_020536999.1.TD_906,s,19482,0,19482,0.000,100.000,0.000,0.000
NW_020536999.1.TD_15,s,14025,5459,19484,28.018,71.982,0.000,0.000
NW_020539511.1.TD_1,s,19454,28,19482,0.144,52.418,47.439,0.000
NW_020539724.1.TD_198,s,11481,7998,19479,41.060,58.940,0.000,0.000
NW_020539724.1.TD_62,s,11876,7179,19055,37.675,62.325,0.000,0.000
NW_020539725.1.TD_1382,s,14514,4965,19479,25.489,74.511,0.000,0.000
NW_020536545.1.TD_1,s,17845,1632,19477,8.379,91.621,0.000,0.000
NW_020536840.1.TD_1,s,18995,482,19477,2.475,97.525,0.000,0.000
NW_020537324.1.TD_264,s,11660,7816,19476,40.131,59.869,0.000,0.000
NW_020536294.1.TD_2,s,18574,902,19476,4.631,95.369,0.000,0.000
NW_020538040.1.TD_547,s,18009,1467,19476,7.532,92.468,0.000,0.000
NW_020538040.1.TD_2559,s,14919,4554,19473,23.386,76.614,0.000,0.000
NW_020536999.1.TD_96,s,19431,40,19471,0.205,99.795,0.000,0.000
NW_020538040.1.TD_1615,s,9529,9942,19471,51.061,48.939,0.000,0.000
NW_020536999.1.TD_77,s,18018,1453,19471,7.462,92.538,0.000,0.000
NW_020539726.1.TD_45,s,19470,0,19470,0.000,100.000,0.000,0.000
NW_020537935.1.TD_1,s,17433,2033,19466,10.444,89.556,0.000,0.000
NW_020539458.1.TD_1,s,15370,4094,19464,21.034,78.966,0.000,0.000
NW_020537654.1.TD_1,s,8228,11234,19462,57.723,42.277,0.000,0.000
NW_020538040.1.TD_92,s,12294,7169,19463,36.834,63.166,0.000,0.000
NW_020537758.1.TD_209,s,17501,1959,19460,10.067,89.933,0.000,0.000
NW_020537518.1.TD_1,s,17273,2187,19460,11.238,88.762,0.000,0.000
NW_020536511.1.TD_1,s,13910,5545,19455,28.502,71.498,0.000,0.000
NW_020539725.1.TD_695,s,5302,10580,15882,66.616,33.384,0.000,0.000
NW_020538040.1.TD_75,s,18692,760,19452,3.907,96.093,0.000,0.000
NW_020539725.1.TD_49,s,17090,2369,19459,12.174,87.826,0.000,0.000
NW_020537557.1.TD_1,s,8775,10675,19450,54.884,45.116,0.000,0.000
NW_020538744.1.TD_1,s,11947,4647,16594,28.004,71.996,0.000,0.000
NW_020537077.1.TD_1,s,11913,7537,19450,38.751,61.249,0.000,0.000
NW_020536999.1.TD_1669,s,18196,1249,19445,6.423,93.577,0.000,0.000
NW_020536999.1.TD_312,s,17127,2308,19435,11.875,88.125,0.000,0.000
NW_020537750.1.TD_1,s,13880,5564,19444,28.616,71.384,0.000,0.000
NW_020536999.1.TD_636,s,18112,1321,19433,6.798,93.202,0.000,0.000
NW_020538040.1.TD_780,s,11664,7768,19432,39.975,60.025,0.000,0.000
NW_020536999.1.TD_81,s,16919,2510,19429,12.919,87.081,0.000,0.000
NW_020537646.1.TD_356,s,15116,4312,19428,22.195,77.805,0.000,0.000
NW_020537646.1.TD_50,s,12524,6903,19427,35.533,64.467,0.000,0.000
NW_020539727.1.TD_510,s,13534,5893,19427,30.334,69.666,0.000,0.000
NW_020536326.1.TD_1,s,16497,2930,19427,15.082,84.918,0.000,0.000
NW_020538580.1.TD_1,j,0,19424,19424,100.000,0.000,0.000,0.000
NW_020539726.1.TD_236,s,17114,2309,19423,11.888,88.112,0.000,0.000
NW_020536630.1.TD_1,s,9445,9102,18547,49.075,50.925,0.000,0.000
NW_020537758.1.TD_282,s,17886,1536,19422,7.909,92.091,0.000,0.000
NW_020537758.1.TD_806,s,19421,0,19421,0.000,100.000,0.000,0.000
NW_020536719.1.TD_1,s,13308,6112,19420,31.473,68.527,0.000,0.000
NW_020536999.1.TD_1804,s,12486,6932,19418,35.699,64.301,0.000,0.000
NW_020538718.1.TD_1,s,17907,615,18522,3.320,96.680,0.000,0.000
NW_020537039.1.TD_1,s,13057,6361,19418,32.758,67.242,0.000,0.000
NW_020537324.1.TD_1621,s,17977,1441,19418,7.421,92.579,0.000,0.000
NW_020537775.1.TD_1,s,18729,682,19411,3.513,96.487,0.000,0.000
NW_020537758.1.TD_391,s,16966,2444,19410,12.591,87.409,0.000,0.000
NW_020538040.1.TD_153,s,18471,939,19410,4.838,95.162,0.000,0.000
NW_020538833.1.TD_1,s,15618,3789,19407,19.524,80.476,0.000,0.000
NW_020536999.1.TD_1023,s,16002,3404,19406,17.541,82.459,0.000,0.000
NW_020538040.1.TD_363,s,18978,427,19405,2.200,97.800,0.000,0.000
NW_020537324.1.TD_1569,s,18256,1148,19404,5.916,94.084,0.000,0.000
NW_020539726.1.TD_70,s,18440,964,19404,4.968,95.032,0.000,0.000
NW_020538040.1.TD_205,s,16603,2800,19403,14.431,85.569,0.000,0.000
NW_020537758.1.TD_1008,s,16869,2533,19402,13.055,86.945,0.000,0.000
NW_020539866.1.TD_1,s,17332,2067,19399,10.655,89.345,0.000,0.000
NW_020539726.1.TD_761,s,18218,1181,19399,6.088,93.912,0.000,0.000
NW_020538249.1.TD_1,s,10499,8902,19401,45.884,54.116,0.000,0.000
NW_020539724.1.TD_8,s,15117,4276,19393,22.049,77.951,0.000,0.000
NW_020539725.1.TD_178,s,19389,2,19391,0.010,99.990,0.000,0.000
NW_020539724.1.TD_503,s,16191,3202,19393,16.511,83.489,0.000,0.000
NW_020537324.1.TD_915,s,18400,989,19389,5.101,94.899,0.000,0.000
NW_020538040.1.TD_235,s,17527,1861,19388,9.599,90.401,0.000,0.000
NW_020536297.1.TD_1,s,11125,8263,19388,42.619,57.381,0.000,0.000
NW_020536999.1.TD_424,s,17916,1457,19373,7.521,92.479,0.000,0.000
NW_020537758.1.TD_253,s,18945,440,19385,2.270,97.730,0.000,0.000
NW_020536999.1.TD_1151,s,10091,9291,19382,47.936,52.064,0.000,0.000
NW_020537758.1.TD_681,s,16987,2396,19383,12.361,87.639,0.000,0.000
NW_020536583.1.TD_1,s,13392,5990,19382,30.905,69.095,0.000,0.000
NW_020537416.1.TD_1,s,18495,883,19378,4.557,95.443,0.000,0.000
NW_020537646.1.TD_314,s,15866,3512,19378,18.124,81.876,0.000,0.000
NW_020539726.1.TD_688,s,10789,8588,19377,44.321,55.679,0.000,0.000
NW_020539859.1.TD_1,s,15450,3917,19367,20.225,79.775,0.000,0.000
NW_020538040.1.TD_2116,s,14027,5346,19373,27.595,72.405,0.000,0.000
NW_020539725.1.TD_152,s,14609,4764,19373,24.591,75.409,0.000,0.000
NW_020539726.1.TD_725,s,14789,4582,19371,23.654,76.346,0.000,0.000
NW_020537758.1.TD_850,s,14913,4451,19364,22.986,77.014,0.000,0.000
NW_020537573.1.TD_1,s,14774,4589,19363,23.700,76.300,0.000,0.000
NW_020537324.1.TD_1055,s,18094,1234,19328,6.385,93.615,0.000,0.000
NW_020537049.1.TD_1,s,16804,2554,19358,13.194,86.806,0.000,0.000
NW_020538040.1.TD_332,s,14290,5067,19357,26.177,73.823,0.000,0.000
NW_020539725.1.TD_1252,s,19355,0,19355,0.000,100.000,0.000,0.000
NW_020539810.1.TD_1,s,13071,6284,19355,32.467,67.533,0.000,0.000
NW_020537730.1.TD_1,s,5367,13987,19354,72.269,27.731,0.000,0.000
NW_020537324.1.TD_567,s,18188,1133,19321,5.864,94.136,0.000,0.000
NW_020539726.1.TD_580,s,15991,3362,19353,17.372,82.628,0.000,0.000
NW_020539242.1.TD_5,s,12874,6476,19350,33.468,66.532,0.000,0.000
NW_020536598.1.TD_1,s,18762,589,19351,3.044,63.780,33.177,0.000
NW_020537535.1.TD_1,s,8255,11093,19348,57.334,42.666,0.000,0.000
NW_020539363.1.TD_1,j,1500,17838,19338,92.243,7.757,0.000,0.000
NW_020538623.1.TD_1,s,19337,0,19337,0.000,98.862,1.138,0.000
NW_020537646.1.TD_787,s,18288,1048,19336,5.420,94.580,0.000,0.000
NW_020539724.1.TD_47,s,15498,3838,19336,19.849,80.151,0.000,0.000
NW_020539782.1.TD_1,s,14403,4933,19336,25.512,74.488,0.000,0.000
NW_020537324.1.TD_1339,s,17947,1388,19335,7.179,92.821,0.000,0.000
NW_020536999.1.TD_1765,s,9977,9356,19333,48.394,51.606,0.000,0.000
NW_020536999.1.TD_706,s,19297,35,19332,0.181,99.819,0.000,0.000
NW_020538081.1.TD_1,s,13915,5417,19332,28.021,71.979,0.000,0.000
NW_020539726.1.TD_851,s,14649,4683,19332,24.224,75.776,0.000,0.000
NW_020538918.1.TD_1,s,17196,2134,19330,11.040,88.960,0.000,0.000
NW_020539725.1.TD_661,s,14786,4546,19332,23.515,76.485,0.000,0.000
NW_020536897.1.TD_1,s,15066,4264,19330,22.059,77.941,0.000,0.000
NW_020537047.1.TD_3,s,17086,2239,19325,11.586,88.414,0.000,0.000
NW_020539726.1.TD_125,s,19110,220,19330,1.138,98.862,0.000,0.000
NW_020537324.1.TD_1495,s,15246,4083,19329,21.124,78.876,0.000,0.000
NW_020538040.1.TD_480,s,18137,1185,19322,6.133,93.867,0.000,0.000
NW_020539725.1.TD_590,s,14922,4399,19321,22.768,77.232,0.000,0.000
NW_020539689.1.TD_1,s,12551,6773,19324,35.050,64.950,0.000,0.000
NW_020539725.1.TD_72,s,17659,1662,19321,8.602,91.398,0.000,0.000
NW_020539726.1.TD_744,s,18109,1211,19320,6.268,93.732,0.000,0.000
NW_020537646.1.TD_280,s,18970,350,19320,1.812,98.188,0.000,0.000
NW_020536586.1.TD_1,s,13152,6167,19319,31.922,68.078,0.000,0.000
NW_020538656.1.TD_1,s,16410,2907,19317,15.049,84.951,0.000,0.000
NW_020538024.1.TD_1,s,12903,6414,19317,33.204,66.796,0.000,0.000
NW_020536999.1.TD_717,s,19312,4,19316,0.021,99.979,0.000,0.000
NW_020536999.1.TD_597,s,13615,4803,18418,26.078,73.922,0.000,0.000
NW_020538040.1.TD_808,s,17042,2274,19316,11.773,88.227,0.000,0.000
NW_020537758.1.TD_491,s,18740,570,19310,2.952,97.048,0.000,0.000
NW_020537758.1.TD_593,s,16474,2835,19309,14.682,85.318,0.000,0.000
NW_020539727.1.TD_364,s,16118,3190,19308,16.522,83.478,0.000,0.000
NW_020537167.1.TD_1,s,10367,8941,19308,46.307,53.693,0.000,0.000
NW_020539724.1.TD_74,s,18230,1077,19307,5.578,94.422,0.000,0.000
NW_020537061.1.TD_1,s,10797,8510,19307,44.077,55.923,0.000,0.000
NW_020539725.1.TD_34,s,13084,6217,19301,32.211,67.789,0.000,0.000
NW_020538098.1.TD_1,s,19119,175,19294,0.907,99.093,0.000,0.000
NW_020537912.1.TD_1,s,14233,5064,19297,26.242,52.956,20.801,0.000
NW_020539726.1.TD_89,s,10938,8359,19297,43.318,56.682,0.000,0.000
NW_020538040.1.TD_1019,s,13693,5599,19292,29.022,70.978,0.000,0.000
NW_020539633.1.TD_2,s,14959,4328,19287,22.440,77.560,0.000,0.000
NW_020538109.1.TD_1,s,19102,187,19289,0.969,99.031,0.000,0.000
NW_020536999.1.TD_59,s,19284,0,19284,0.000,100.000,0.000,0.000
NW_020537646.1.TD_267,s,18501,781,19282,4.050,95.950,0.000,0.000
NW_020538040.1.TD_1475,s,19286,0,19286,0.000,100.000,0.000,0.000
NW_020536318.1.TD_1,s,17570,1712,19282,8.879,91.121,0.000,0.000
NW_020536999.1.TD_63,s,18278,1003,19281,5.202,94.798,0.000,0.000
NW_020539726.1.TD_655,s,16578,2702,19280,14.015,85.985,0.000,0.000
NW_020536751.1.TD_1,s,13052,6228,19280,32.303,67.697,0.000,0.000
NW_020537324.1.TD_1761,s,17321,1959,19280,10.161,89.839,0.000,0.000
NW_020537957.1.TD_1,s,6717,12562,19279,65.159,34.841,0.000,0.000
NW_020536999.1.TD_959,s,14046,5233,19279,27.144,72.856,0.000,0.000
NW_020537232.1.TD_1,s,9294,9985,19279,51.792,48.208,0.000,0.000
NW_020539724.1.TD_528,s,18789,482,19271,2.501,97.499,0.000,0.000
NW_020537777.1.TD_1,s,7527,11743,19270,60.939,39.061,0.000,0.000
NW_020537324.1.TD_1392,s,9352,9922,19274,51.479,47.868,0.654,0.000
NW_020539644.1.TD_1,s,19205,60,19265,0.311,99.689,0.000,0.000
NW_020539727.1.TD_359,s,17246,2018,19264,10.475,89.525,0.000,0.000
NW_020539198.1.TD_1,s,19267,0,19267,0.000,100.000,0.000,0.000
NW_020539286.1.TD_1,s,19257,0,19257,0.000,100.000,0.000,0.000
NW_020539726.1.TD_118,s,18436,824,19260,4.278,95.722,0.000,0.000
NW_020539726.1.TD_787,s,19166,94,19260,0.488,99.512,0.000,0.000
NW_020539391.1.TD_1,s,14363,4896,19259,25.422,74.578,0.000,0.000
NW_020536999.1.TD_1897,s,17331,1927,19258,10.006,89.994,0.000,0.000
NW_020537695.1.TD_2,s,16988,2266,19254,11.769,88.231,0.000,0.000
NW_020536989.1.TD_1,s,13187,6066,19253,31.507,68.493,0.000,0.000
